event,universe,sample,daily_volatility_cutoff,horizon_days,signal_count,tradeable_count,stock_count,year_count,mean_gross_return,median_gross_return,gross_up_rate,mean_net_return,median_net_return,net_up_rate,mean_benchmark_return,mean_excess_return,median_excess_return,mean_net_return_ci95_low,mean_net_return_ci95_high
连续两日放量+第二日整根K线大于实体2倍,当日沪深300,全部信号,0.025,20,11222,11064,748,16,0.014967337026483698,-0.001161783283253559,0.49493853940708604,0.013344281967523703,-0.0027590459355416597,0.48797903109182933,0.015747315304874474,-0.0007799782783907795,-0.01345674479466058,-0.001358501005046267,0.028047064940093673
连续两日放量+第二日整根K线大于实体2倍,当日沪深300,全部信号,0.02,1,7733,7703,704,16,0.0033848449811685532,0.0,0.4940932104374919,0.0017803117224909095,-0.0015991204837338957,0.4708555108399325,0.0022612831418543553,0.0011235618393141977,-0.0019046853105989525,0.00014619967768553926,0.0034144237672962797
连续两日放量+第二日整根K线大于实体2倍,当日沪深300,全部信号,0.02,3,7733,7670,704,16,0.006674891040430829,0.0,0.4989569752281617,0.005065096601707392,-0.0015991204837340067,0.47926988265971315,0.004952578811047255,0.0017223122293835737,-0.003040337904404944,0.0006987527610383681,0.009431440442376416
连续两日放量+第二日整根K线大于实体2倍,当日沪深300,全部信号,0.02,5,7733,7656,704,16,0.0077128617887748,0.0003763054334838811,0.5047021943573667,0.00610140750976617,-0.0012234168079768293,0.48968129571577845,0.006466009663739,0.0012468521250358006,-0.004776948150868376,0.0005973236833223721,0.011605491336209969
连续两日放量+第二日整根K线大于实体2倍,当日沪深300,全部信号,0.02,10,7733,7642,704,16,0.011973821745809977,0.0024997383216418534,0.5191049463491233,0.010355553678453679,0.0008966204551537071,0.5069353572363255,0.010164391490053161,0.0018094302557568158,-0.006415060669953676,0.0023744951987968374,0.01833661215811052
连续两日放量+第二日整根K线大于实体2倍,当日沪深300,全部信号,0.02,20,7733,7634,704,16,0.01574751836540057,3.4761459970500397e-06,0.5002619858527639,0.01412321570248049,-0.0015956498965131738,0.49240241026984544,0.015695594369459845,5.192399594072385e-05,-0.011486154820501748,-0.0006335044848557736,0.028879935889816754
连续两日放量+第二日整根K线大于实体2倍,当日沪深300,全部信号,0.015,1,3906,3898,537,16,0.0037543901819764346,0.0,0.4953822473063109,0.0021492659759985125,-0.0015991204837338957,0.46998460749102106,0.0023983622013991077,0.0013560279805773267,-0.0015480579526221394,0.0005801892834924498,0.003718342668504575
连续两日放量+第二日整根K线大于实体2倍,当日沪深300,全部信号,0.015,3,3906,3886,537,16,0.006687034627509329,0.0,0.49871332990221307,0.005077220769727046,-0.0015991204837340067,0.475295934122491,0.004752414163642091,0.0019346204638672375,-0.0024738662253239174,0.0010368328247886442,0.009117608714665448
连续两日放量+第二日整根K线大于实体2倍,当日沪深300,全部信号,0.015,5,3906,3880,537,16,0.008029358449574052,0.0008646255967115213,0.5097938144329897,0.0064173980542721045,-0.000735877527524853,0.4927835051546392,0.0067390989152645115,0.0012902595343095397,-0.003783918418167387,0.0014664246662933148,0.011368371442250894
连续两日放量+第二日整根K线大于实体2倍,当日沪深300,全部信号,0.015,10,3906,3874,537,16,0.01344777734706845,0.0045573539837521215,0.5325245224574083,0.011827152247118063,0.0029509457419110152,0.518327310273619,0.010542333075582529,0.0029054442714859206,-0.004589182650288126,0.00397823036041429,0.019676074133821837
连续两日放量+第二日整根K线大于实体2倍,当日沪深300,全部信号,0.015,20,3906,3864,537,16,0.015020830098544612,0.00130003350776009,0.5077639751552795,0.013397689497717349,-0.00030116588618572804,0.49870600414078675,0.014311195766564236,0.0007096343319803772,-0.008798261658452988,-0.00015778893146427102,0.026953167926898967
连续两日放量+第二日整根K线大于实体2倍,当日沪深300,全部信号,0.01,1,1026,1024,263,16,0.004265940924854106,0.0011688953642627897,0.5078125,0.002659998687604779,-0.00043209432399143877,0.48046875,0.002586005409766245,0.0016799355150878604,-0.000525629426906149,0.00029155681098988733,0.0050284405642196705
连续两日放量+第二日整根K线大于实体2倍,当日沪深300,全部信号,0.01,3,1026,1023,263,16,0.00688261420186943,0.00047733625291157544,0.520039100684262,0.005272487588783584,-0.0011225475490019843,0.4760508308895406,0.004774574631946932,0.002108039569922497,-0.001745555450997749,0.001190397353434563,0.009354577824132605
连续两日放量+第二日整根K线大于实体2倍,当日沪深300,全部信号,0.01,5,1026,1022,263,16,0.008839407845574838,0.0022134152708924715,0.5322896281800391,0.0072261520836909105,0.0006107552694597507,0.5088062622309197,0.006562728372622682,0.0022766794729521555,-0.0023914548102999533,0.002238042802173855,0.012214261365207965
连续两日放量+第二日整根K线大于实体2倍,当日沪深300,全部信号,0.01,10,1026,1021,263,16,0.009974588403705369,0.002590700273405133,0.5269343780607247,0.008359517351338197,0.0009874369477969047,0.5112634671890304,0.007972556598510226,0.002002031805195142,-0.0032242202403361953,0.0013439158505950295,0.015375118852081364
连续两日放量+第二日整根K线大于实体2倍,当日沪深300,全部信号,0.01,20,1026,1022,263,16,0.008456821622696262,-0.002510052155421605,0.48336594911937375,0.006844177662278136,-0.004105158763338557,0.4726027397260274,0.008051173566021032,0.0004056480566752305,-0.00406496386955002,-0.005733381207501348,0.01942173653205762
连续两日放量+第二日整根K线大于实体2倍,当日沪深300,同股至少间隔20日,,1,9176,9131,777,16,0.004102255871063653,0.001181264392732695,0.5119921147738473,0.0024965753859367275,-0.00041974507508835135,0.49085532800350457,0.0019933018308354875,0.002108954040228166,-0.0011864938723358254,0.0007188634687742368,0.004274287303099218
连续两日放量+第二日整根K线大于实体2倍,当日沪深300,同股至少间隔20日,,3,9176,9082,777,16,0.006439420671290277,0.0,0.4996696762827571,0.0048300027780574465,-0.0015991204837340067,0.48304338251486456,0.004006643171984344,0.002432777499305933,-0.00255669453973123,-9.542223255378304e-05,0.009755427788668676
