event,universe,sample,daily_volatility_cutoff,horizon_days,signal_count,tradeable_count,stock_count,year_count,mean_gross_return,median_gross_return,gross_up_rate,mean_net_return,median_net_return,net_up_rate,mean_benchmark_return,mean_excess_return,median_excess_return,mean_net_return_ci95_low,mean_net_return_ci95_high
连续两日放量+第二日整根K线大于实体2倍,当日沪深300,同股至少间隔20日,,5,9176,9072,777,16,0.00719049102767935,0.00020528813367193255,0.5040784832451499,0.005579872082454893,-0.001394160630521779,0.49107142857142855,0.004869381007363466,0.002321110020315885,-0.0045043572619716254,-0.00076231772486526,0.011922061889775046
连续两日放量+第二日整根K线大于实体2倍,当日沪深300,同股至少间隔20日,,10,9176,9033,777,16,0.01047094010508121,0.0008896185897766529,0.5066976641204473,0.008855075326541232,-0.0007109245012670851,0.4965127864496845,0.008129824039242685,0.0023411160658385255,-0.006944864890992886,0.001040716153112426,0.016669434499970038
连续两日放量+第二日整根K线大于实体2倍,当日沪深300,同股至少间隔20日,,20,9176,9038,777,16,0.014301058338218141,-0.0013163530089672637,0.49446780261119716,0.012679068739156432,-0.002913368485640888,0.488271741535738,0.01275881170370407,0.0015422466345140723,-0.011110233420894844,-0.00037536234967637354,0.02573349982798924
连续两日放量+第二日整根K线大于实体2倍,当日沪深300,同股至少间隔20日,0.025,1,6763,6733,748,16,0.0041806922762343615,0.001109881889518105,0.5101737709787614,0.0025748863618452553,-0.0004910134290798673,0.4884895291846131,0.0024921852220559622,0.001688507054178399,-0.0014067376826418787,0.000798676407876587,0.004351096315813924
连续两日放量+第二日整根K线大于实体2倍,当日沪深300,同股至少间隔20日,0.025,3,6763,6700,748,16,0.007894084321319854,0.0007196092384071928,0.5092537313432836,0.006282340245647315,-0.0008806619872002708,0.49074626865671644,0.005038753253551478,0.002855331067768374,-0.0022932572852171207,0.0008281636737195184,0.01173651681757511
连续两日放量+第二日整根K线大于实体2倍,当日沪深300,同股至少间隔20日,0.025,5,6763,6691,748,16,0.008656779723465522,0.0014856942852954358,0.5135256314452249,0.007043816005952565,-0.00011580200260263851,0.49843072784337167,0.0060265250889011465,0.002630254634564375,-0.00385057921641363,0.0005677482080846752,0.013519883803820455
连续两日放量+第二日整根K线大于实体2倍,当日沪深300,同股至少间隔20日,0.025,10,6763,6662,748,16,0.012298345479471411,0.00277657871283965,0.5181627138997298,0.010679558459565155,0.001173018145211313,0.5078054638246773,0.00955366956347854,0.0027446759159928686,-0.005994840650132893,0.002865862537186896,0.018493254381943415
连续两日放量+第二日整根K线大于实体2倍,当日沪深300,同股至少间隔20日,0.025,20,6763,6665,748,16,0.016507076666327544,0.0005383407832533216,0.5029257314328582,0.014881559378169864,-0.0010616405722543298,0.49557389347336833,0.014532791429650091,0.0019742852366774503,-0.009935431285359564,0.0012508136231053103,0.028512305133234418
连续两日放量+第二日整根K线大于实体2倍,当日沪深300,同股至少间隔20日,0.02,1,4931,4912,704,16,0.003950463536623306,0.0006385159318524902,0.504071661237785,0.0023450257857276563,-0.000961625615787387,0.4798452768729642,0.0025296629476108346,0.0014208005890124717,-0.0015447549927040671,0.0004409045226919071,0.004249147048763406
连续两日放量+第二日整根K线大于实体2倍,当日沪深300,同股至少间隔20日,0.02,3,4931,4890,704,16,0.007775665639484774,0.0008247394408607001,0.5106339468302659,0.006164110929552019,-0.0007756999006068854,0.4901840490797546,0.0051887650856167426,0.002586900553868032,-0.0020886762255923896,0.00042015777719174585,0.011908064081912292
连续两日放量+第二日整根K线大于实体2倍,当日沪深300,同股至少间隔20日,0.02,5,4931,4883,704,16,0.008657299237447541,0.0013635994341318902,0.5138234691787835,0.007044334689169135,-0.00023770160938885176,0.49662092975629735,0.006305340357696638,0.0023519588797509027,-0.00385057921641363,0.0007722070781331246,0.013316462300205147
连续两日放量+第二日整根K线大于实体2倍,当日沪深300,同股至少间隔20日,0.02,10,4931,4868,704,16,0.012187765565004477,0.0020581967745073593,0.5154067378800329,0.010569155375704539,0.00045578498615173046,0.5032867707477403,0.009505806001882468,0.0026819595631220076,-0.005929235537782462,0.0027662450256548485,0.018372065725754227
连续两日放量+第二日整根K线大于实体2倍,当日沪深300,同股至少间隔20日,0.02,20,4931,4867,704,16,0.017274060905867448,0.0010248532932364274,0.5058557633038833,0.015647317117501613,-0.0005759060543915062,0.49722621738237105,0.014963860012868004,0.002310200892999445,-0.009659036266078447,0.001589335843378538,0.02970529839162469
连续两日放量+第二日整根K线大于实体2倍,当日沪深300,同股至少间隔20日,0.015,1,2632,2626,535,16,0.004195938120358657,0.0,0.49885757806549885,0.0025901078260279187,-0.0015991204837338402,0.47182025894897184,0.0025555066724316975,0.0016404314479269585,-0.0015543346346693632,0.0006980359565019589,0.004482179695553879
连续两日放量+第二日整根K线大于实体2倍,当日沪深300,同股至少间隔20日,0.015,3,2632,2617,535,16,0.0073794644623991846,0.0003765902414529787,0.5089797478028276,0.005768543325884384,-0.0012231324554501377,0.48299579671379445,0.004976511286799281,0.0024029531755999033,-0.002033312569375667,0.0009956450093330498,0.010541441642435718
连续两日放量+第二日整根K线大于实体2倍,当日沪深300,同股至少间隔20日,0.015,5,2632,2613,535,16,0.008413520535394287,0.0011393684008047522,0.5139686184462304,0.006800945818631833,-0.0004615740702775817,0.4933027171833142,0.00675063554107904,0.0016628849943152476,-0.0035667321960779486,0.001653813041555199,0.011948078595708468
连续两日放量+第二日整根K线大于实体2倍,当日沪深300,同股至少间隔20日,0.015,10,2632,2606,535,16,0.013004425998643179,0.003162307248208207,0.5257099002302379,0.011384509870915554,0.0015581298541776922,0.5107444359171144,0.010553927726899837,0.0024504982717433424,-0.005541092951510396,0.003885052454714445,0.018883967287116665
连续两日放量+第二日整根K线大于实体2倍,当日沪深300,同股至少间隔20日,0.015,20,2632,2601,535,16,0.017344506113408126,0.0034821270428071482,0.5163398692810458,0.015717649674667933,0.0018774382183921468,0.5067281814686659,0.015599147445121276,0.00174535866828685,-0.00814177238055247,0.002710038238867743,0.028725261110468123
连续两日放量+第二日整根K线大于实体2倍,当日沪深300,同股至少间隔20日,0.01,1,745,744,257,16,0.004381686507510302,0.0011665115224718248,0.5067204301075269,0.002775559179128852,-0.0004344743537321727,0.4771505376344086,0.002708961665895212,0.0016727248416150906,-0.00044857759136740505,-0.00019833952366013572,0.0057494578819178395
连续两日放量+第二日整根K线大于实体2倍,当日沪深300,同股至少间隔20日,0.01,3,745,743,257,16,0.0065541527694039006,0.0005388812003985777,0.5248990578734859,0.0049445514057228305,-0.001061101019301347,0.47644683714670255,0.0047734334352784276,0.0017807193341254732,-0.0015926116217162,0.0006611064019201038,0.009227996409525558
连续两日放量+第二日整根K线大于实体2倍,当日沪深300,同股至少间隔20日,0.01,5,745,743,257,16,0.008310472798501584,0.001119356129872795,0.5168236877523553,0.0066980628674859965,-0.00048155433917707047,0.4899057873485868,0.006653867566913657,0.0016566052315879268,-0.002518474681998839,0.001704363275825323,0.01169176245914667
连续两日放量+第二日整根K线大于实体2倍,当日沪深300,同股至少间隔20日,0.01,10,745,741,257,16,0.009794507247456369,0.001757717548720228,0.5155195681511471,0.008179724166554887,0.0001557862628494,0.5006747638326585,0.008714581917235144,0.001079925330221224,-0.004087615956670287,0.0011233361797246414,0.015236112153385134
连续两日放量+第二日整根K线大于实体2倍,当日沪深300,同股至少间隔20日,0.01,20,745,742,257,16,0.00908996234346879,-0.0007591272577966435,0.48921832884097033,0.00747630591475499,-0.0023570338055829976,0.477088948787062,0.009369655539283216,-0.0002796931958144298,-0.005076688080121794,-0.00449439833225612,0.0194470101617661
